tweet_text,timestamp,likes,retweets,replies,comment_text,comment_author
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
Let that sink in
66K
257K
2.2M
136M",2024-11-06T05:35:11.000Z,2.2M,257K,66K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Aug 6
The media could not be played.
Reload
From 
DogeDesigner
25K
153K
2.1M
176M",2024-08-06T04:57:46.000Z,2.1M,153K,25K,The future is gonna be so,Unknown
